sponsor_name,ein,city,state,ntee_code,classification,propublica_url,search_term_found,collected_at,website,email,phone,contact_person,mission_statement,annual_revenue,assets,outreach_status,email_sent,response_received,sponsorship_amount,notes,follow_up_date,priority_level
Giving Private Family Foundation,926643987,Fort Walton Beach,FL,A70,,https://projects.propublica.org/nonprofits/organizations/926643987,private foundation,2025-10-17 18:00:19,,,,,,,,not_contacted,no,no,,,,high
Private Key Foundation Inc,841948159,Miami,FL,B12,,https://projects.propublica.org/nonprofits/organizations/841948159,private foundation,2025-10-17 18:00:19,,,,,,,,not_contacted,no,no,,,,high
Turning Point Private Foundation,871490574,P C Beach,FL,T20,,https://projects.propublica.org/nonprofits/organizations/871490574,private foundation,2025-10-17 18:00:19,,,,,,,,not_contacted,no,no,,,,high
Mcdermott Private Foundation,656062921,North Palm Beach,FL,,,https://projects.propublica.org/nonprofits/organizations/656062921,private foundation,2025-10-17 18:00:19,,,,,,,,not_contacted,no,no,,,,high
Bayfront Privat Foundation,592953803,P C Beach,FL,,,https://projects.propublica.org/nonprofits/organizations/592953803,private foundation,2025-10-17 18:00:19,,,,,,,,not_contacted,no,no,,,,high
Langham Private Foundation Tr,926361152,Sarasota,FL,T20,,https://projects.propublica.org/nonprofits/organizations/926361152,private foundation,2025-10-17 18:00:19,,,,,,,,not_contacted,no,no,,,,high
Corporate Creations Foundation Inc,208077460,Palm Beach Gardens,FL,T31,,https://projects.propublica.org/nonprofits/organizations/208077460,corporate foundation,2025-10-17 18:00:20,,,,,,,,not_contacted,no,no,,,,high
Corporate Social Responsibilty Foundation Inc,271182867,Miami,FL,B03,,https://projects.propublica.org/nonprofits/organizations/271182867,corporate foundation,2025-10-17 18:00:20,,,,,,,,not_contacted,no,no,,,,high
Pit Stop Corporate Foundation Inc,854269259,Sarasota,FL,P99,,https://projects.propublica.org/nonprofits/organizations/854269259,corporate foundation,2025-10-17 18:00:20,,,,,,,,not_contacted,no,no,,,,high
Women Corporate Directors Education And Development Foundation Inc,460910287,Palm Bch Gdns,FL,S03,,https://projects.propublica.org/nonprofits/organizations/460910287,corporate foundation,2025-10-17 18:00:20,,,,,,,,not_contacted,no,no,,,,high
The Carmen And Joe Unanue Family Foundation A Nj Nonprofit Corporat,223382542,West Palm Beach,FL,T22Z,,https://projects.propublica.org/nonprofits/organizations/223382542,corporate foundation,2025-10-17 18:00:20,,,,,,,,not_contacted,no,no,,,,high
Lance Corporal Justin J Wilson Us Marines Memorial Foundation Inc,800638842,The Villages,FL,P20,,https://projects.propublica.org/nonprofits/organizations/800638842,corporate foundation,2025-10-17 18:00:20,,,,,,,,not_contacted,no,no,,,,high
Arison Arts Foundation,137450689,Coral Gables,FL,T22,,https://projects.propublica.org/nonprofits/organizations/137450689,arts,2025-10-17 18:00:21,,,,,,,,not_contacted,no,no,,,,high
Foundation4 Arts Inc,473242187,Tallahassee,FL,P20,,https://projects.propublica.org/nonprofits/organizations/473242187,arts,2025-10-17 18:00:21,,,,,,,,not_contacted,no,no,,,,high
Basser Arts Foundation,133193560,Palm Beach Gardens,FL,,,https://projects.propublica.org/nonprofits/organizations/133193560,arts,2025-10-17 18:00:21,,,,,,,,not_contacted,no,no,,,,high
Latin Grammy Cultural Foundation,464770436,Doral,FL,A68,,https://projects.propublica.org/nonprofits/organizations/464770436,cultural,2025-10-17 18:00:23,,,,,,,,not_contacted,no,no,,,,high
Targhee Music Foundation,472340433,Belleair Bluffs,FL,N20,,https://projects.propublica.org/nonprofits/organizations/472340433,music,2025-10-17 18:00:24,,,,,,,,not_contacted,no,no,,,,high
Movement Dance Foundation,861808269,Miami,FL,A62,,https://projects.propublica.org/nonprofits/organizations/861808269,dance,2025-10-17 18:00:26,,,,,,,,not_contacted,no,no,,,,high
Visual Arts Center Endowment Trust Inc,263606606,Punta Gorda,FL,A112,,https://projects.propublica.org/nonprofits/organizations/263606606,visual arts,2025-10-17 18:00:27,,,,,,,,not_contacted,no,no,,,,high
Orlando Visual Performing Arts Foundation Inc,334615608,Oviedo,FL,A25,,https://projects.propublica.org/nonprofits/organizations/334615608,visual arts,2025-10-17 18:00:27,,,,,,,,not_contacted,no,no,,,,high
Victor Agnoni Visual Arts Foundation Inc,815467132,Winter Park,FL,A40,,https://projects.propublica.org/nonprofits/organizations/815467132,visual arts,2025-10-17 18:00:27,,,,,,,,not_contacted,no,no,,,,high
Arts Ensemble Education Foundationinc,208151336,Lake Wales,FL,A250,,https://projects.propublica.org/nonprofits/organizations/208151336,arts education,2025-10-17 18:00:29,,,,,,,,not_contacted,no,no,,,,high
Florida Education And Arts Trust,933022791,Palm Beach,FL,T20,,https://projects.propublica.org/nonprofits/organizations/933022791,arts education,2025-10-17 18:00:29,,,,,,,,not_contacted,no,no,,,,high
Legacy Education And Arts Foundation,842892928,Ocoee,FL,P20,,https://projects.propublica.org/nonprofits/organizations/842892928,arts education,2025-10-17 18:00:29,,,,,,,,not_contacted,no,no,,,,high
Foundation For Art Research & Education,133568620,Naples,FL,,,https://projects.propublica.org/nonprofits/organizations/133568620,arts education,2025-10-17 18:00:29,,,,,,,,not_contacted,no,no,,,,high
Capoeira Cultural Arts Foundation Inc,831555457,Boynton Beach,FL,A20,,https://projects.propublica.org/nonprofits/organizations/831555457,cultural arts,2025-10-17 18:00:30,,,,,,,,not_contacted,no,no,,,,high
Millennium Cultural Arts Foundation Inc,393095891,Cooper City,FL,A63,,https://projects.propublica.org/nonprofits/organizations/393095891,cultural arts,2025-10-17 18:00:30,,,,,,,,not_contacted,no,no,,,,high
Asian   American Cultural Arts Foundation Inc,461059897,Sunrise,FL,A99,,https://projects.propublica.org/nonprofits/organizations/461059897,cultural arts,2025-10-17 18:00:30,,,,,,,,not_contacted,no,no,,,,high
Tnl Performing Arts Foundation,882795027,Tallahassee,FL,A61,,https://projects.propublica.org/nonprofits/organizations/882795027,performing arts,2025-10-17 18:00:31,,,,,,,,not_contacted,no,no,,,,high
International Performing Arts Foundation,474757421,Miami,FL,A62,,https://projects.propublica.org/nonprofits/organizations/474757421,performing arts,2025-10-17 18:00:31,,,,,,,,not_contacted,no,no,,,,high
Broward Performing Arts Foundation Inc,592657043,Ft Lauderdale,FL,,,https://projects.propublica.org/nonprofits/organizations/592657043,performing arts,2025-10-17 18:00:31,,,,,,,,not_contacted,no,no,,,,high
Okeechobee Educational Foundation,650219235,Okeechobee,FL,B95Z,,https://projects.propublica.org/nonprofits/organizations/650219235,educational,2025-10-17 18:00:34,,,,,,,,not_contacted,no,no,,,,high
Osman Educational Foundation,383420052,Belleair Bluff,FL,T20Z,,https://projects.propublica.org/nonprofits/organizations/383420052,educational,2025-10-17 18:00:34,,,,,,,,not_contacted,no,no,,,,high
Global Educational Foundation,990437647,Hollywood,FL,T30,,https://projects.propublica.org/nonprofits/organizations/990437647,educational,2025-10-17 18:00:34,,,,,,,,not_contacted,no,no,,,,high
Compass Educational Foundation,465276997,Sanford,FL,B40,,https://projects.propublica.org/nonprofits/organizations/465276997,educational,2025-10-17 18:00:34,,,,,,,,not_contacted,no,no,,,,high
Educational Philanthropic Foundation,995098366,Delray Beach,FL,M40,,https://projects.propublica.org/nonprofits/organizations/995098366,educational,2025-10-17 18:00:34,,,,,,,,not_contacted,no,no,,,,high
Hibernian Educational Foundation,464726641,Naples,FL,B82,,https://projects.propublica.org/nonprofits/organizations/464726641,educational,2025-10-17 18:00:34,,,,,,,,not_contacted,no,no,,,,high
Jackson Educational Foundation,811193047,Tampa,FL,B99,,https://projects.propublica.org/nonprofits/organizations/811193047,educational,2025-10-17 18:00:34,,,,,,,,not_contacted,no,no,,,,high
Allied Educational Foundation,136202432,Palm Bch Gdns,FL,,,https://projects.propublica.org/nonprofits/organizations/136202432,educational,2025-10-17 18:00:34,,,,,,,,not_contacted,no,no,,,,high
Apcc Educational Foundation,334719773,Avon Park,FL,B12,,https://projects.propublica.org/nonprofits/organizations/334719773,educational,2025-10-17 18:00:34,,,,,,,,not_contacted,no,no,,,,high
Cornwall College Foundation,830566106,Miramar,FL,P20,,https://projects.propublica.org/nonprofits/organizations/830566106,college,2025-10-17 18:00:39,,,,,,,,not_contacted,no,no,,,,high
Learning Ground Foundation,272405391,Tampa,FL,A25,,https://projects.propublica.org/nonprofits/organizations/272405391,learning,2025-10-17 18:00:40,,,,,,,,not_contacted,no,no,,,,high
Chamber Learning Foundation,834001091,Doral,FL,P20,,https://projects.propublica.org/nonprofits/organizations/834001091,learning,2025-10-17 18:00:40,,,,,,,,not_contacted,no,no,,,,high
Exposed Learning Foundation,833778224,Orlando,FL,O50,,https://projects.propublica.org/nonprofits/organizations/833778224,learning,2025-10-17 18:00:40,,,,,,,,not_contacted,no,no,,,,high
Bwi Scholarship Fund,822948311,Jacksonville,FL,B82,,https://projects.propublica.org/nonprofits/organizations/822948311,scholarship,2025-10-17 18:00:41,,,,,,,,not_contacted,no,no,,,,high
Fairfaxwood Scholarship Foundation,822523335,Boca Raton,FL,T20,,https://projects.propublica.org/nonprofits/organizations/822523335,scholarship,2025-10-17 18:00:41,,,,,,,,not_contacted,no,no,,,,high
Nail Scholarship Foundation,300729447,Coral Gables,FL,B82,,https://projects.propublica.org/nonprofits/organizations/300729447,scholarship,2025-10-17 18:00:41,,,,,,,,not_contacted,no,no,,,,high
Hollar Scholarship Foundation,208409933,Orlando,FL,T20,,https://projects.propublica.org/nonprofits/organizations/208409933,scholarship,2025-10-17 18:00:41,,,,,,,,not_contacted,no,no,,,,high
Minnesouri Scholarship Foundation,431929305,Marco Island,FL,B82,,https://projects.propublica.org/nonprofits/organizations/431929305,scholarship,2025-10-17 18:00:41,,,,,,,,not_contacted,no,no,,,,high
758 Scholarship Foundation,881559695,Orlando,FL,B82,,https://projects.propublica.org/nonprofits/organizations/881559695,scholarship,2025-10-17 18:00:41,,,,,,,,not_contacted,no,no,,,,high
Higginbotham Scholarship Foundation,593737977,Cocoa,FL,B82,,https://projects.propublica.org/nonprofits/organizations/593737977,scholarship,2025-10-17 18:00:41,,,,,,,,not_contacted,no,no,,,,high
Mcleod Scholarship Foundation,824898907,Orange Park,FL,B82,,https://projects.propublica.org/nonprofits/organizations/824898907,scholarship,2025-10-17 18:00:41,,,,,,,,not_contacted,no,no,,,,high
Fauquier Scholarship Fund,546123242,Orlando,FL,,,https://projects.propublica.org/nonprofits/organizations/546123242,scholarship,2025-10-17 18:00:41,,,,,,,,not_contacted,no,no,,,,high
Crew Scholarship Foundation,993235744,Winter Garden,FL,B82,,https://projects.propublica.org/nonprofits/organizations/993235744,scholarship,2025-10-17 18:00:41,,,,,,,,not_contacted,no,no,,,,high
Her Scholarship Fund,991089598,Orlando,FL,A12,,https://projects.propublica.org/nonprofits/organizations/991089598,scholarship,2025-10-17 18:00:41,,,,,,,,not_contacted,no,no,,,,high
Flcarh Scholarship Foundation Inc,264784058,Clearwater,FL,B82,,https://projects.propublica.org/nonprofits/organizations/264784058,scholarship,2025-10-17 18:00:41,,,,,,,,not_contacted,no,no,,,,high
Valencia I Williams Scholarship Fund,462705890,Orlando,FL,P60,,https://projects.propublica.org/nonprofits/organizations/462705890,scholarship,2025-10-17 18:00:41,,,,,,,,not_contacted,no,no,,,,high
Global Student Fund,611959171,Hallandle Bch,FL,T20,,https://projects.propublica.org/nonprofits/organizations/611959171,student,2025-10-17 18:00:42,,,,,,,,not_contacted,no,no,,,,high
Efam Student Foundation Inc,273478599,Miami,FL,B90,,https://projects.propublica.org/nonprofits/organizations/273478599,student,2025-10-17 18:00:42,,,,,,,,not_contacted,no,no,,,,high
Lao American Student Foundation,880830215,St Petersburg,FL,O99,,https://projects.propublica.org/nonprofits/organizations/880830215,student,2025-10-17 18:00:42,,,,,,,,not_contacted,no,no,,,,high
Social Circle Foundation,823346161,Miami,FL,T20,,https://projects.propublica.org/nonprofits/organizations/823346161,social,2025-10-17 18:00:45,,,,,,,,not_contacted,no,no,,,,high
Social Strategies Foundation,820649478,Jacksonville,FL,P30,,https://projects.propublica.org/nonprofits/organizations/820649478,social,2025-10-17 18:00:45,,,,,,,,not_contacted,no,no,,,,high
Broward Public Library Foundation,592224746,Ft Lauderdale,FL,B71I,,https://projects.propublica.org/nonprofits/organizations/592224746,public,2025-10-17 18:00:47,,,,,,,,not_contacted,no,no,,,,high
Okaloosa Public Schools Foundation,593295821,Ft Walton Bch,FL,T30,,https://projects.propublica.org/nonprofits/organizations/593295821,public,2025-10-17 18:00:47,,,,,,,,not_contacted,no,no,,,,high
Public Library Endowment Fund,246017176,Orlando,FL,,,https://projects.propublica.org/nonprofits/organizations/246017176,public,2025-10-17 18:00:47,,,,,,,,not_contacted,no,no,,,,high
Foundation For Public Research,832951826,Tampa,FL,R03,,https://projects.propublica.org/nonprofits/organizations/832951826,public,2025-10-17 18:00:47,,,,,,,,not_contacted,no,no,,,,high
Public Patent Foundation Inc,200236613,Coral Gables,FL,B990,,https://projects.propublica.org/nonprofits/organizations/200236613,public,2025-10-17 18:00:47,,,,,,,,not_contacted,no,no,,,,high
Gangals Nonprofit Foundation Inc,465228141,Coconut Creek,FL,B82,,https://projects.propublica.org/nonprofits/organizations/465228141,nonprofit,2025-10-17 18:00:48,,,,,,,,not_contacted,no,no,,,,high
Rotary Charity Foundation,596139932,Jacksonville,FL,,,https://projects.propublica.org/nonprofits/organizations/596139932,charity,2025-10-17 18:00:49,,,,,,,,not_contacted,no,no,,,,high
Sfbaa Charity Fund,474193717,Ft Lauderdale,FL,B82,,https://projects.propublica.org/nonprofits/organizations/474193717,charity,2025-10-17 18:00:49,,,,,,,,not_contacted,no,no,,,,high
Kingdom Charitable Trust,367362956,West Palm Bch,FL,T22,,https://projects.propublica.org/nonprofits/organizations/367362956,charitable,2025-10-17 18:00:51,,,,,,,,not_contacted,no,no,,,,high
Nurses Charitable Trust,592137264,Hollywood,FL,,,https://projects.propublica.org/nonprofits/organizations/592137264,charitable,2025-10-17 18:00:51,,,,,,,,not_contacted,no,no,,,,high
Ncf Charitable Trust,204326440,Clearwater,FL,X11,,https://projects.propublica.org/nonprofits/organizations/204326440,charitable,2025-10-17 18:00:51,,,,,,,,not_contacted,no,no,,,,high
Kazilionis Charitable Fund,842051687,Palm Bch Gdns,FL,T11,,https://projects.propublica.org/nonprofits/organizations/842051687,charitable,2025-10-17 18:00:51,,,,,,,,not_contacted,no,no,,,,high
Hollinger Charitable Trust,597045666,Pensacola,FL,T30Z,,https://projects.propublica.org/nonprofits/organizations/597045666,charitable,2025-10-17 18:00:51,,,,,,,,not_contacted,no,no,,,,high
Pardee Charitable Trust,306746432,Orlando,FL,,,https://projects.propublica.org/nonprofits/organizations/306746432,charitable,2025-10-17 18:00:51,,,,,,,,not_contacted,no,no,,,,high
Shackelford Charitable Trust,626363101,Orlando,FL,,,https://projects.propublica.org/nonprofits/organizations/626363101,charitable,2025-10-17 18:00:51,,,,,,,,not_contacted,no,no,,,,high
Fmu Charitable Foundationincorporated,205545418,Surfside,FL,T31,,https://projects.propublica.org/nonprofits/organizations/205545418,charitable,2025-10-17 18:00:51,,,,,,,,not_contacted,no,no,,,,high
Bauer Charitable Trust,596831771,Stuart,FL,T90Z,,https://projects.propublica.org/nonprofits/organizations/596831771,charitable,2025-10-17 18:00:51,,,,,,,,not_contacted,no,no,,,,high
Collective Advantage Philanthropy Foundation,453975289,Fort Pierce,FL,P20,,https://projects.propublica.org/nonprofits/organizations/453975289,philanthropy,2025-10-17 18:00:52,,,,,,,,not_contacted,no,no,,,,high
Gulfstream Philanthropic Foundation,316655334,Ft Lauderdale,FL,T22,,https://projects.propublica.org/nonprofits/organizations/316655334,philanthropy,2025-10-17 18:00:52,,,,,,,,not_contacted,no,no,,,,high
Braman Philanthropic Fund,471887620,Miami,FL,T22,,https://projects.propublica.org/nonprofits/organizations/471887620,philanthropy,2025-10-17 18:00:52,,,,,,,,not_contacted,no,no,,,,high
Ask Philanthropic Foundation,264309215,Miami Beach,FL,,,https://projects.propublica.org/nonprofits/organizations/264309215,philanthropy,2025-10-17 18:00:52,,,,,,,,not_contacted,no,no,,,,high
Philanthropic Foundation Inc,510203864,Largo,FL,,,https://projects.propublica.org/nonprofits/organizations/510203864,philanthropy,2025-10-17 18:00:52,,,,,,,,not_contacted,no,no,,,,high
Phoenix Venture Philanthropy Foundation Inc,134351448,Saint Petersburg,FL,T30,,https://projects.propublica.org/nonprofits/organizations/134351448,philanthropy,2025-10-17 18:00:52,,,,,,,,not_contacted,no,no,,,,high
Wyoming Philanthropic Trust Inc,592290272,Naples,FL,,,https://projects.propublica.org/nonprofits/organizations/592290272,philanthropy,2025-10-17 18:00:52,,,,,,,,not_contacted,no,no,,,,high
Giving Beck Fund,823497666,Ormond Beach,FL,P50,,https://projects.propublica.org/nonprofits/organizations/823497666,giving,2025-10-17 18:00:53,,,,,,,,not_contacted,no,no,,,,high
Business Funding Foundation,920551093,Orlando,FL,W03,,https://projects.propublica.org/nonprofits/organizations/920551093,business,2025-10-17 18:00:56,,,,,,,,not_contacted,no,no,,,,high
Businesses Helping Businesses Foundation,994076573,Orlando,FL,S81,,https://projects.propublica.org/nonprofits/organizations/994076573,business,2025-10-17 18:00:56,,,,,,,,not_contacted,no,no,,,,high
Mosaic Company Foundation,270304734,Tampa,FL,T21,,https://projects.propublica.org/nonprofits/organizations/270304734,company,2025-10-17 18:00:57,,,,,,,,not_contacted,no,no,,,,high
Society Foundation,455577241,Tallahassee,FL,,,https://projects.propublica.org/nonprofits/organizations/455577241,society,2025-10-17 18:01:02,,,,,,,,not_contacted,no,no,,,,high
Southeastern Healthcare Foundation,592357609,Gainesville,FL,E110,,https://projects.propublica.org/nonprofits/organizations/592357609,healthcare,2025-10-17 18:01:05,,,,,,,,not_contacted,no,no,,,,high
Centurion Medical Foundation,452642230,Lighthouse Point,FL,T20,,https://projects.propublica.org/nonprofits/organizations/452642230,medical,2025-10-17 18:01:07,,,,,,,,not_contacted,no,no,,,,high
Bermuda Wellness Foundation,260802143,Celebration,FL,E12,,https://projects.propublica.org/nonprofits/organizations/260802143,wellness,2025-10-17 18:01:09,,,,,,,,not_contacted,no,no,,,,high
Bipolar Wellness Foundation,821389843,Orlando,FL,F01,,https://projects.propublica.org/nonprofits/organizations/821389843,wellness,2025-10-17 18:01:09,,,,,,,,not_contacted,no,no,,,,high
Anglican Human Services Foundation Inc,813815622,Miami,FL,P20,,https://projects.propublica.org/nonprofits/organizations/813815622,human services,2025-10-17 18:01:10,,,,,,,,not_contacted,no,no,,,,high
Human Services Associates Foundation Inc,593746696,Orlando,FL,T113,,https://projects.propublica.org/nonprofits/organizations/593746696,human services,2025-10-17 18:01:10,,,,,,,,not_contacted,no,no,,,,high
Foundation For Human Services Inc,934838558,Coconut Creek,FL,B99,,https://projects.propublica.org/nonprofits/organizations/934838558,human services,2025-10-17 18:01:10,,,,,,,,not_contacted,no,no,,,,high
Social Services Foundation Inc,611637342,Winter Park,FL,P20,,https://projects.propublica.org/nonprofits/organizations/611637342,social services,2025-10-17 18:01:12,,,,,,,,not_contacted,no,no,,,,high
Coras Children Foundation,861890495,Lauderhill,FL,A20,,https://projects.propublica.org/nonprofits/organizations/861890495,children,2025-10-17 18:01:14,,,,,,,,not_contacted,no,no,,,,high
New York Yankees Tampa Foundation Inc,593205804,Tampa,FL,N11,,https://projects.propublica.org/nonprofits/organizations/593205804,new york,2025-10-17 18:01:15,,,,,,,,not_contacted,no,no,,,,high
National Wildlife Foundation,873732528,Miami,FL,D30,,https://projects.propublica.org/nonprofits/organizations/873732528,national,2025-10-17 18:01:18,,,,,,,,not_contacted,no,no,,,,high
Promazo National Foundation,464855681,Boca Raton,FL,J20,,https://projects.propublica.org/nonprofits/organizations/464855681,national,2025-10-17 18:01:18,,,,,,,,not_contacted,no,no,,,,high
United States Military Foundation,550807984,Coral Gables,FL,P60,,https://projects.propublica.org/nonprofits/organizations/550807984,united states,2025-10-17 18:01:20,,,,,,,,not_contacted,no,no,,,,high
United States Dream Foundation Inc,933017946,Sunrise,FL,P20,,https://projects.propublica.org/nonprofits/organizations/933017946,united states,2025-10-17 18:01:20,,,,,,,,not_contacted,no,no,,,,high
United States Obesity Foundation Inc,571176494,Miami,FL,G018,,https://projects.propublica.org/nonprofits/organizations/571176494,united states,2025-10-17 18:01:20,,,,,,,,not_contacted,no,no,,,,high
Foundation For Leadership Foundation,232288310,Bala Cynwyd,PA,B90,,https://projects.propublica.org/nonprofits/organizations/232288310,foundation,2025-10-17 18:01:21,,,,,,,,not_contacted,no,no,,,,high
Kcx Foundation,991161539,Philadelphia,PA,B99,,https://projects.propublica.org/nonprofits/organizations/991161539,foundation,2025-10-17 18:01:21,,,,,,,,not_contacted,no,no,,,,high
Peoples Foundation,871634915,Philadelphia,PA,S31,,https://projects.propublica.org/nonprofits/organizations/871634915,foundation,2025-10-17 18:01:21,,,,,,,,not_contacted,no,no,,,,high
Devereux Foundation,231390618,Villanova,PA,G050,,https://projects.propublica.org/nonprofits/organizations/231390618,foundation,2025-10-17 18:01:21,,,,,,,,not_contacted,no,no,,,,high
Mcelhattan Foundation,251756557,Pittsburgh,PA,B90Z,,https://projects.propublica.org/nonprofits/organizations/251756557,foundation,2025-10-17 18:01:21,,,,,,,,not_contacted,no,no,,,,high
High Foundation,833271708,Lancaster,PA,T20,,https://projects.propublica.org/nonprofits/organizations/833271708,foundation,2025-10-17 18:01:21,,,,,,,,not_contacted,no,no,,,,high
Pittsburgh Foundation,250965466,Pittsburgh,PA,T310,,https://projects.propublica.org/nonprofits/organizations/250965466,foundation,2025-10-17 18:01:21,,,,,,,,not_contacted,no,no,,,,high
Anabaptist Foundation,753187397,Lewisburg,PA,T12,,https://projects.propublica.org/nonprofits/organizations/753187397,foundation,2025-10-17 18:01:21,,,,,,,,not_contacted,no,no,,,,high
Philadelphia Foundation,231581832,Philadelphia,PA,T310,,https://projects.propublica.org/nonprofits/organizations/231581832,foundation,2025-10-17 18:01:21,,,,,,,,not_contacted,no,no,,,,high
Colcom Foundation,311479839,Pittsburgh,PA,T70J,,https://projects.propublica.org/nonprofits/organizations/311479839,foundation,2025-10-17 18:01:21,,,,,,,,not_contacted,no,no,,,,high
Grable Foundation,251309888,Pittsburgh,PA,,,https://projects.propublica.org/nonprofits/organizations/251309888,foundation,2025-10-17 18:01:21,,,,,,,,not_contacted,no,no,,,,high
Seligsohn Foundation,232267682,Bala Cynwyd,PA,,,https://projects.propublica.org/nonprofits/organizations/232267682,foundation,2025-10-17 18:01:21,,,,,,,,not_contacted,no,no,,,,high
Allegheny Foundation,256012303,Pittsburgh,PA,,,https://projects.propublica.org/nonprofits/organizations/256012303,foundation,2025-10-17 18:01:21,,,,,,,,not_contacted,no,no,,,,high
Barnes Foundation,236000149,Philadelphia,PA,A510,,https://projects.propublica.org/nonprofits/organizations/236000149,foundation,2025-10-17 18:01:21,,,,,,,,not_contacted,no,no,,,,high
Mccune Foundation,256210269,Pittsburgh,PA,,,https://projects.propublica.org/nonprofits/organizations/256210269,foundation,2025-10-17 18:01:21,,,,,,,,not_contacted,no,no,,,,high
Wyncote Foundation,263535044,Philadelphia,PA,T20,,https://projects.propublica.org/nonprofits/organizations/263535044,foundation,2025-10-17 18:01:21,,,,,,,,not_contacted,no,no,,,,high
Connelly Foundation,236296825,W Cnshohocken,PA,,,https://projects.propublica.org/nonprofits/organizations/236296825,foundation,2025-10-17 18:01:21,,,,,,,,not_contacted,no,no,,,,high
Bair Foundation,251191561,New Wilmngtn,PA,P320,,https://projects.propublica.org/nonprofits/organizations/251191561,foundation,2025-10-17 18:01:21,,,,,,,,not_contacted,no,no,,,,high
Oberkotter Foundation,232686151,Philadelphia,PA,,,https://projects.propublica.org/nonprofits/organizations/232686151,foundation,2025-10-17 18:01:21,,,,,,,,not_contacted,no,no,,,,high
Inglis Foundation,232326553,Philadelphia,PA,P112,,https://projects.propublica.org/nonprofits/organizations/232326553,foundation,2025-10-17 18:01:21,,,,,,,,not_contacted,no,no,,,,high
Cahouet Foundation,306192502,Pittsburgh,PA,T90,,https://projects.propublica.org/nonprofits/organizations/306192502,foundation,2025-10-17 18:01:21,,,,,,,,not_contacted,no,no,,,,high
Greenberg Foundation,832882842,Equinunk,PA,T20,,https://projects.propublica.org/nonprofits/organizations/832882842,foundation,2025-10-17 18:01:21,,,,,,,,not_contacted,no,no,,,,high
Susquehanna Foundation,232732477,Bala Cynwyd,PA,,,https://projects.propublica.org/nonprofits/organizations/232732477,foundation,2025-10-17 18:01:21,,,,,,,,not_contacted,no,no,,,,high
Todi Foundation,232744913,Gwynedd Vly,PA,T20J,,https://projects.propublica.org/nonprofits/organizations/232744913,foundation,2025-10-17 18:01:21,,,,,,,,not_contacted,no,no,,,,high
Gettysburg Foundation,232969074,Gettysburg,PA,A540,,https://projects.propublica.org/nonprofits/organizations/232969074,foundation,2025-10-17 18:01:21,,,,,,,,not_contacted,no,no,,,,high
Fuel Foundations,834567446,Allentown,PA,T50,,https://projects.propublica.org/nonprofits/organizations/834567446,foundations,2025-10-17 18:01:23,,,,,,,,not_contacted,no,no,,,,high
Growing Foundations,870946406,Philadelphia,PA,P40,,https://projects.propublica.org/nonprofits/organizations/870946406,foundations,2025-10-17 18:01:23,,,,,,,,not_contacted,no,no,,,,high
Chubb Charitable Foundation,262456949,Philadelphia,PA,T20,,https://projects.propublica.org/nonprofits/organizations/262456949,charitable foundation,2025-10-17 18:01:24,,,,,,,,not_contacted,no,no,,,,high
Miter Charitable Foundation,472381136,Harrisburg,PA,B82,,https://projects.propublica.org/nonprofits/organizations/472381136,charitable foundation,2025-10-17 18:01:24,,,,,,,,not_contacted,no,no,,,,high
Sedwick Charitable Foundation,471844352,Butler,PA,T20,,https://projects.propublica.org/nonprofits/organizations/471844352,charitable foundation,2025-10-17 18:01:24,,,,,,,,not_contacted,no,no,,,,high
Angelakis Charitable Foundation,832748427,Bryn Mawr,PA,T20,,https://projects.propublica.org/nonprofits/organizations/832748427,charitable foundation,2025-10-17 18:01:24,,,,,,,,not_contacted,no,no,,,,high
Dsf Charitable Foundation,251847237,Pittsburgh,PA,T22,,https://projects.propublica.org/nonprofits/organizations/251847237,charitable foundation,2025-10-17 18:01:24,,,,,,,,not_contacted,no,no,,,,high
Standard Charitable Foundation,273219112,Monroeville,PA,T21,,https://projects.propublica.org/nonprofits/organizations/273219112,charitable foundation,2025-10-17 18:01:24,,,,,,,,not_contacted,no,no,,,,high
Ll Charitable Foundation,472433049,Philadelphia,PA,T20,,https://projects.propublica.org/nonprofits/organizations/472433049,charitable foundation,2025-10-17 18:01:24,,,,,,,,not_contacted,no,no,,,,high
Adagp Charitable Foundation,30509965,Norristown,PA,T12,,https://projects.propublica.org/nonprofits/organizations/30509965,charitable foundation,2025-10-17 18:01:24,,,,,,,,not_contacted,no,no,,,,high
Northwest Charitable Foundation,271403629,Warren,PA,T21,,https://projects.propublica.org/nonprofits/organizations/271403629,charitable foundation,2025-10-17 18:01:24,,,,,,,,not_contacted,no,no,,,,high
Phn Charitable Foundation,412188011,Sharon,PA,T20,,https://projects.propublica.org/nonprofits/organizations/412188011,charitable foundation,2025-10-17 18:01:24,,,,,,,,not_contacted,no,no,,,,high
Byham Charitable Foundation,251739254,Bridgeville,PA,T20,,https://projects.propublica.org/nonprofits/organizations/251739254,charitable foundation,2025-10-17 18:01:24,,,,,,,,not_contacted,no,no,,,,high
Techgirlz Charitable Foundation,274622350,Wyncote,PA,J22,,https://projects.propublica.org/nonprofits/organizations/274622350,charitable foundation,2025-10-17 18:01:24,,,,,,,,not_contacted,no,no,,,,high
Bison Charitable Foundation,465748145,Canonsburg,PA,T20,,https://projects.propublica.org/nonprofits/organizations/465748145,charitable foundation,2025-10-17 18:01:24,,,,,,,,not_contacted,no,no,,,,high
